what,kind,bundleId,bundleVersion,description,time
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1312878467687
java.vm.version,sysinfo,,,"14.2-b01",1312878467687
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1312878467800
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1312878468061
started,bundle,org.eclipse.wst.sse.core,1.1.502.v201008311901,"org.eclipse.wst.sse.core",1312878468065
started,bundle,com.android.ide.eclipse.adt,12.0.0.v201106281929-138431,"com.android.ide.eclipse.adt",1312878468065
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1312878468079
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1312878468141
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1312878468168
started,bundle,org.eclipse.mylyn.context.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.ui",1312878468182
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1312878468257
started,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1312878468268
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1312878468274
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1312878468529
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1312878468604
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1312878468718
started,bundle,org.eclipse.jdt.launching,3.5.100.v20100526,"org.eclipse.jdt.launching",1312878468798
started,bundle,com.android.ide.eclipse.traceview,12.0.0.v201106281929-138431,"com.android.ide.eclipse.traceview",1312878469338
error,log,,,"Failed to load properties file for project 'ApiDemos'",1312878472234
started,bundle,org.eclipse.jdt.apt.core,3.3.401.R36_v20100727-0110,"org.eclipse.jdt.apt.core",1312878475423
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.301.R36_v20100727-0110,"org.eclipse.jdt.apt.pluggable.core",1312878475668
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1312878476509
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1312878476932
error,log,,,"Failed to finish PrecompilerBuilder#startupOnInitialize()",1312878478387
error,log,,,"Failed to finish PrecompilerBuilder#startupOnInitialize()",1312878481033
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312878486364
started,bundle,org.eclipse.wst.server.core,1.1.204.v20100908,"org.eclipse.wst.server.core",1312878537440
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312878539488
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.import",1312878539498
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312878555055
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312878588581
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1312878590834
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1312878591972
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1312878593230
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1312878606020
started,bundle,org.eclipse.jdt.junit.core,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.core",1312878606150
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1312878607967
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312878775263
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312878811458
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1312878815544
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1312878818812
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312878831880
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312878833630
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312878834055
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312878834975
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312878835185
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312878836402
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312878836482
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312878839313
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1312878839712
